img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_6_2.keys,key_resp_6_2.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
34,"[-0.3, 0]",,,,,0,2,2,30,,,,,,,ralt,1.0426368997432292,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, 0.3]",,,,,0,3,3,34,,,,,,,ralt,1.2115647997707129,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[0.3, 0]",,,,,0,4,4,1,,,,,,,lalt,1.6634249999187887,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, -0.3]",,,,,0,5,5,35,,,,,,,ralt,1.3739962000399828,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, 0.3]",,,,,0,6,6,44,,,,,,,ralt,1.2756089000031352,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[-0.3, 0]",,,,,0,7,7,12,,,,,,,ralt,1.1077315001748502,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[-0.15, 0.3]",,,,,0,8,8,20,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.3, 0]",,,,,0,9,9,36,,,,,,,ralt,1.572784600313753,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.3, 0]",,,,,0,10,10,31,,,,,,,ralt,1.4476096001453698,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[-0.15, 0.3]",,,,,0,11,11,8,,,,,,,lalt,1.7115611997433007,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, 0.3]",,,,,0,12,12,26,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.3, 0]",,,,,0,13,13,24,,,,,,,ralt,1.2032528999261558,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[0.15, 0.3]",,,,,0,14,14,22,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[-0.15, -0.3]",,,,,0,15,15,3,,,,,,,lalt,0.9016627999953926,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, 0.3]",,,,,0,16,16,32,,,,,,,ralt,1.236723800189793,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[-0.15, -0.3]",,,,,0,17,17,9,,,,,,,lalt,0.7532703001052141,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.3, 0]",,,,,0,18,18,42,,,,,,,ralt,0.9363176003098488,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[0.3, 0]",,,,,0,19,19,13,,,,,,,ralt,1.125837399624288,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[0.15, -0.3]",,,,,0,20,20,17,,,,,,,ralt,1.3431351999752223,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[0.15, 0.3]",,,,,0,21,21,4,,,,,,,lalt,1.1923398999497294,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.3, 0]",,,,,0,22,22,37,,,,,,,ralt,1.2404299997724593,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, 0.3]",,,,,0,23,23,28,,,,,,,ralt,1.2630683002062142,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[0.3, 0]",,,,,0,24,24,7,,,,,,,lalt,1.007861000020057,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.3, 0]",,,,,0,25,25,43,,,,,,,ralt,1.0148753002285957,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[-0.15, -0.3]",,,,,0,26,26,15,,,,,,,lalt,1.3359219999983907,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[0.15, 0.3]",,,,,0,27,27,16,,,,,,,ralt,1.2470888998359442,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, 0.3]",,,,,0,28,28,46,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.3, 0]",,,,,0,29,29,25,,,,,,,ralt,1.437162300106138,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, -0.3]",,,,,0,30,30,39,,,,,,,ralt,1.4071257999166846,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, 0.3]",,,,,0,31,31,40,,,,,,,ralt,1.6089655999094248,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[-0.15, 0.3]",,,,,0,32,32,14,,,,,,,lalt,1.5327662997879088,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[-0.3, 0]",,,,,0,33,33,18,,,,,,,lalt,1.6183573002927005,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[0.15, 0.3]",,,,,0,34,34,10,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[-0.3, 0]",,,,,0,35,35,6,,,,,,,lalt,1.0077742002904415,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[0.15, -0.3]",,,,,0,36,36,23,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, 0.3]",,,,,0,37,37,38,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, -0.3]",,,,,0,38,38,29,,,,,,,ralt,1.25653240038082,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, -0.3]",,,,,0,39,39,45,,,,,,,lalt,1.488413699902594,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[0.3, 0]",,,,,0,40,40,19,,,,,,,lalt,0.9578919000923634,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, -0.3]",,,,,0,41,41,47,,,,,,,ralt,1.2557047000154853,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, -0.3]",,,,,0,42,42,41,,,,,,,lalt,1.637897300068289,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[-0.15, 0.3]",,,,,0,43,43,2,,,,,,,lalt,1.2519324999302626,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[0.15, -0.3]",,,,,0,44,44,11,,,,,,,ralt,1.1378028001636267,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, -0.3]",,,,,0,45,45,27,,,,,,,ralt,1.5394227001816034,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[-0.3, 0]",,,,,0,46,46,0,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[0.15, -0.3]",,,,,0,47,47,5,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, -0.3]",,,,,1,0,48,29,,,,,,,ralt,1.1361568002030253,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[0.15, 0.3]",,,,,1,1,49,10,,,,,,,lalt,1.1636089999228716,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[0.15, 0.3]",,,,,1,2,50,22,,,,,,,lalt,0.7685666996985674,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[0.15, 0.3]",,,,,1,3,51,4,,,,,,,lalt,0.7692358000203967,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[0.15, -0.3]",,,,,1,4,52,5,,,,,,,ralt,1.261340900324285,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[-0.3, 0]",,,,,1,5,53,12,,,,,,,lalt,0.8275576997548342,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, 0.3]",,,,,1,6,54,26,,,,,,,ralt,1.298291000071913,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[0.15, -0.3]",,,,,1,7,55,11,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[-0.15, -0.3]",,,,,1,8,56,21,,,,,,,lalt,1.6395433000288904,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[-0.3, 0]",,,,,1,9,57,0,,,,,,,ralt,1.3170559997670352,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, 0.3]",,,,,1,10,58,44,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[0.3, 0]",,,,,1,11,59,13,,,,,,,lalt,1.208670699968934,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[-0.15, 0.3]",,,,,1,12,60,20,,,,,,,ralt,1.349394999910146,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.3, 0]",,,,,1,13,61,24,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, 0.3]",,,,,1,14,62,28,,,,,,,ralt,1.0006719999946654,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[-0.15, -0.3]",,,,,1,15,63,9,,,,,,,ralt,0.9578637001104653,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.3, 0]",,,,,1,16,64,31,,,,,,,lalt,1.154069000389427,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[-0.3, 0]",,,,,1,17,65,18,,,,,,,ralt,0.8790629003196955,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[0.15, -0.3]",,,,,1,18,66,17,,,,,,,ralt,1.201217600144446,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, 0.3]",,,,,1,19,67,32,,,,,,,lalt,1.055105300154537,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[0.3, 0]",,,,,1,20,68,7,,,,,,,lalt,0.948739499785006,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, -0.3]",,,,,1,21,69,41,,,,,,,lalt,1.6089373999275267,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[0.15, 0.3]",,,,,1,22,70,16,,,,,,,ralt,1.1280680000782013,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[-0.15, 0.3]",,,,,1,23,71,2,,,,,,,lalt,0.8337225001305342,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, -0.3]",,,,,1,24,72,33,,,,,,,lalt,1.1967449998483062,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.3, 0]",,,,,1,25,73,30,,,,,,,lalt,1.471105800010264,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[-0.15, -0.3]",,,,,1,26,74,3,,,,,,,lalt,1.2738816002383828,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[-0.15, -0.3]",,,,,1,27,75,15,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[0.3, 0]",,,,,1,28,76,19,,,,,,,lalt,0.9009084003046155,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.3, 0]",,,,,1,29,77,36,,,,,,,lalt,1.4362224000506103,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, 0.3]",,,,,1,30,78,38,,,,,,,ralt,1.3637733003124595,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, -0.3]",,,,,1,31,79,39,,,,,,,lalt,1.1563297999091446,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.3, 0]",,,,,1,32,80,42,,,,,,,lalt,1.6509090000763535,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.3, 0]",,,,,1,33,81,37,,,,,,,lalt,1.7096414002589881,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
24,"[0.15, -0.3]",,,,,1,34,82,23,,,,,,,lalt,1.3487348998896778,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, 0.3]",,,,,1,35,83,46,,,,,,,None,,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
13,"[0.3, 0]",,,,,1,36,84,1,,,,,,,lalt,1.3334491001442075,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.3, 0]",,,,,1,37,85,25,,,,,,,lalt,1.3245810000225902,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, 0.3]",,,,,1,38,86,34,,,,,,,lalt,1.3053607996553183,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.3, 0]",,,,,1,39,87,43,,,,,,,lalt,1.291751699987799,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
23,"[-0.15, 0.3]",,,,,1,40,88,14,,,,,,,ralt,1.1121625998057425,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, -0.3]",,,,,1,41,89,35,,,,,,,lalt,1.3351567997597158,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[0.15, 0.3]",,,,,1,42,90,40,,,,,,,lalt,1.4865177003666759,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[-0.15, 0.3]",,,,,1,43,91,8,,,,,,,lalt,1.0022318996489048,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
14,"[-0.3, 0]",,,,,1,44,92,6,,,,,,,lalt,1.080895900260657,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[-0.15, -0.3]",,,,,1,45,93,45,,,,,,,lalt,1.6884595002047718,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
33,"[-0.15, -0.3]",,,,,1,46,94,27,,,,,,,lalt,0.9556626998819411,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
34,"[0.15, -0.3]",,,,,1,47,95,47,,,,,,,lalt,1.2476596999913454,,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[-0.3, 0]",,,,,,,,,0,0,0,30,,,,,ralt,1.0085233002901077,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, -0.3]",,,,,,,,,0,1,1,45,,,,,lalt,1.353576899971813,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[0.15, 0.3]",,,,,,,,,0,2,2,22,,,,,lalt,1.0086496002040803,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[-0.15, 0.3]",,,,,,,,,0,3,3,32,,,,,lalt,1.1683141002431512,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[0.3, 0]",,,,,,,,,0,4,4,1,,,,,lalt,1.095422700047493,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, 0.3]",,,,,,,,,0,5,5,16,,,,,lalt,1.6145358998328447,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[-0.15, -0.3]",,,,,,,,,0,6,6,3,,,,,lalt,1.3971108999103308,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[-0.15, 0.3]",,,,,,,,,0,7,7,20,,,,,ralt,1.5559318996965885,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.3, 0]",,,,,,,,,0,8,8,43,,,,,lalt,1.2817800003103912,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, 0.3]",,,,,,,,,0,9,9,26,,,,,lalt,1.6652927999384701,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.3, 0]",,,,,,,,,0,10,10,12,,,,,None,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, 0.3]",,,,,,,,,0,11,11,28,,,,,lalt,1.3637421000748873,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[-0.3, 0]",,,,,,,,,0,12,12,6,,,,,ralt,1.1805809000506997,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, -0.3]",,,,,,,,,0,13,13,15,,,,,None,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.3, 0]",,,,,,,,,0,14,14,25,,,,,lalt,1.4333405997604132,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[0.15, -0.3]",,,,,,,,,0,15,15,23,,,,,ralt,1.121090800035745,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[0.15, 0.3]",,,,,,,,,0,16,16,10,,,,,ralt,0.9986248998902738,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[0.15, -0.3]",,,,,,,,,0,17,17,5,,,,,lalt,1.1439026999287307,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[0.3, 0]",,,,,,,,,0,18,18,19,,,,,lalt,1.4780096001923084,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.3, 0]",,,,,,,,,0,19,19,36,,,,,lalt,1.5761564001441002,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, -0.3]",,,,,,,,,0,20,20,17,,,,,None,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, -0.3]",,,,,,,,,0,21,21,41,,,,,lalt,1.1142142000608146,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, 0.3]",,,,,,,,,0,22,22,44,,,,,ralt,1.714141400065273,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[0.3, 0]",,,,,,,,,0,23,23,31,,,,,lalt,0.9131189999170601,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.3, 0]",,,,,,,,,0,24,24,13,,,,,None,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[-0.15, -0.3]",,,,,,,,,0,25,25,9,,,,,ralt,1.1978871002793312,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[0.15, -0.3]",,,,,,,,,0,26,26,11,,,,,ralt,1.1337175997905433,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.3, 0]",,,,,,,,,0,27,27,24,,,,,lalt,1.1337270000949502,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[0.15, 0.3]",,,,,,,,,0,28,28,4,,,,,ralt,1.0934024001471698,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[-0.3, 0]",,,,,,,,,0,29,29,18,,,,,lalt,1.214359600096941,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[0.15, -0.3]",,,,,,,,,0,30,30,35,,,,,lalt,1.1511583998799324,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[-0.15, 0.3]",,,,,,,,,0,31,31,8,,,,,ralt,1.197500899899751,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, -0.3]",,,,,,,,,0,32,32,47,,,,,lalt,1.677707300055772,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[-0.15, -0.3]",,,,,,,,,0,33,33,21,,,,,lalt,1.5408487999811769,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[-0.3, 0]",,,,,,,,,0,34,34,0,,,,,ralt,1.4007220999337733,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, 0.3]",,,,,,,,,0,35,35,38,,,,,lalt,1.6178446998819709,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, -0.3]",,,,,,,,,0,36,36,39,,,,,lalt,1.439741199836135,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, -0.3]",,,,,,,,,0,37,37,29,,,,,lalt,1.4732149997726083,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, -0.3]",,,,,,,,,0,38,38,27,,,,,lalt,1.385606000199914,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, 0.3]",,,,,,,,,0,39,39,14,,,,,lalt,1.2586774001829326,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.3, 0]",,,,,,,,,0,40,40,37,,,,,ralt,1.5216923002153635,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, 0.3]",,,,,,,,,0,41,41,46,,,,,None,,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[-0.15, -0.3]",,,,,,,,,0,42,42,33,,,,,ralt,1.1546848001889884,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[0.3, 0]",,,,,,,,,0,43,43,7,,,,,ralt,0.7925623999908566,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[-0.15, 0.3]",,,,,,,,,0,44,44,2,,,,,lalt,0.9258767999708652,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[0.15, 0.3]",,,,,,,,,0,45,45,34,,,,,lalt,0.7956984001211822,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, 0.3]",,,,,,,,,0,46,46,40,,,,,lalt,0.9874741998501122,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.3, 0]",,,,,,,,,0,47,47,42,,,,,lalt,1.187271900009364,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
11,"[-0.15, -0.3]",,,,,,,,,1,0,48,3,,,,,lalt,1.1789389997720718,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, 0.3]",,,,,,,,,1,1,49,40,,,,,lalt,1.353271999862045,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[-0.15, -0.3]",,,,,,,,,1,2,50,27,,,,,lalt,1.1224783998914063,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[0.15, 0.3]",,,,,,,,,1,3,51,16,,,,,lalt,1.2481876001693308,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, -0.3]",,,,,,,,,1,4,52,47,,,,,lalt,1.2964225001633167,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, -0.3]",,,,,,,,,1,5,53,39,,,,,lalt,1.1312279999256134,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.3, 0]",,,,,,,,,1,6,54,36,,,,,lalt,1.3757556998170912,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[-0.15, 0.3]",,,,,,,,,1,7,55,8,,,,,ralt,0.6290679001249373,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.15, 0.3]",,,,,,,,,1,8,56,46,,,,,lalt,1.1161063998006284,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
22,"[-0.15, 0.3]",,,,,,,,,1,9,57,32,,,,,ralt,0.9561400003731251,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
21,"[0.3, 0]",,,,,,,,,1,10,58,7,,,,,ralt,1.1406348999589682,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
32,"[0.3, 0]",,,,,,,,,1,11,59,25,,,,,lalt,0.8803257001563907,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
12,"[0.15, -0.3]",,,,,,,,,1,12,60,23,,,,,ralt,1.1026616003364325,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
31,"[-0.15, 0.3]",,,,,,,,,1,13,61,38,,,,,lalt,1.370317299850285,bzena,001,2019_May_19_1706,with_training,3.0.7,58.72873443339285,
