img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6_2.keys,key_resp_6_2.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
34,"[-0.15, -0.3]",0,0,0,9,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
31,"[-0.3, 0]",0,1,1,6,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[0.15, 0.3]",0,2,2,4,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
32,"[0.3, 0]",0,3,3,7,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
11,"[-0.3, 0]",0,4,4,0,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[-0.15, -0.3]",0,5,5,3,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[-0.15, 0.3]",0,6,6,8,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
12,"[0.3, 0]",0,7,7,1,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
12,"[-0.15, 0.3]",0,8,8,2,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
14,"[0.15, -0.3]",0,9,9,5,,,,,,,,,,,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
24,"[-0.3, 0]",,,,,0,0,0,18,,,,,lalt,1.4399468999999954,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[-0.15, -0.3]",,,,,0,1,1,3,,,,,lalt,1.3763111999999182,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
34,"[-0.3, 0]",,,,,0,2,2,42,,,,,ralt,1.1141515000000481,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
23,"[-0.15, 0.3]",,,,,0,3,3,14,,,,,lalt,0.7206677000000354,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
14,"[-0.15, 0.3]",,,,,0,4,4,8,,,,,lalt,0.9604319999999689,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
23,"[0.15, -0.3]",,,,,0,5,5,17,,,,,ralt,0.7355654000000413,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
14,"[-0.3, 0]",,,,,0,6,6,6,,,,,lalt,0.8088893999999982,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
24,"[-0.15, 0.3]",,,,,0,7,7,20,,,,,lalt,0.9076926999999841,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
14,"[0.15, 0.3]",,,,,0,8,8,10,,,,,lalt,0.8449331000000484,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
34,"[0.15, -0.3]",,,,,0,9,9,35,,,,,ralt,0.6282409000000371,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
23,"[0.3, 0]",,,,,0,10,10,13,,,,,lalt,0.7199984000000086,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[0.15, 0.3]",,,,,0,11,11,4,,,,,lalt,0.9709972000000562,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
14,"[-0.15, -0.3]",,,,,0,12,12,9,,,,,ralt,0.8774250000000166,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[-0.15, -0.3]",,,,,0,13,13,39,,,,,ralt,1.2204904999999826,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[-0.3, 0]",,,,,0,14,14,24,,,,,ralt,0.908108699999957,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
24,"[0.15, 0.3]",,,,,0,15,15,22,,,,,lalt,0.7908635000000004,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[-0.3, 0]",,,,,0,16,16,36,,,,,ralt,1.2839358999999604,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[0.15, -0.3]",,,,,0,17,17,41,,,,,ralt,1.2203002999999626,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[0.15, -0.3]",,,,,0,18,18,5,,,,,ralt,1.1585635999999795,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[0.3, 0]",,,,,0,19,19,37,,,,,ralt,1.3775190000000066,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
24,"[0.3, 0]",,,,,0,20,20,19,,,,,lalt,1.0643284000000222,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
34,"[-0.15, 0.3]",,,,,0,21,21,32,,,,,ralt,1.6033137999999099,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[0.3, 0]",,,,,0,22,22,1,,,,,lalt,0.9077330999999731,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[-0.15, 0.3]",,,,,0,23,23,38,,,,,ralt,1.1899220999999898,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
34,"[0.15, 0.3]",,,,,0,24,24,34,,,,,ralt,1.1264270000000352,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
34,"[0.3, 0]",,,,,0,25,25,31,,,,,ralt,1.5660701000000472,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
33,"[-0.15, -0.3]",,,,,0,26,26,27,,,,,ralt,0.8970649999999978,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
24,"[0.15, -0.3]",,,,,0,27,27,23,,,,,lalt,0.8142040999999836,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
13,"[-0.15, 0.3]",,,,,0,28,28,2,,,,,lalt,1.2073407999999972,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
14,"[0.3, 0]",,,,,0,29,29,7,,,,,lalt,0.958258399999977,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
34,"[-0.15, 0.3]",,,,,0,30,30,44,,,,,ralt,1.0023641999999882,,,I-V-msw,001,2019_May_22_1907,with_training,3.0.7,32.00461890660291,
