img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6_2.keys,key_resp_6_2.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
32,"[0.3, 0]",0,0,0,7,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
13,"[-0.15, -0.3]",0,1,1,3,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
12,"[-0.15, 0.3]",0,2,2,2,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
13,"[0.15, 0.3]",0,3,3,4,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
12,"[0.3, 0]",0,4,4,1,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
11,"[-0.3, 0]",0,5,5,0,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
31,"[-0.3, 0]",0,6,6,6,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
14,"[0.15, -0.3]",0,7,7,5,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[-0.15, -0.3]",0,8,8,9,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[-0.15, 0.3]",0,9,9,8,,,,,,,,,,,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[0.3, 0]",,,,,0,0,0,31,,,,,roption,0.9845180459997209,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[-0.15, 0.3]",,,,,0,1,1,38,,,,,roption,0.6016219259981881,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[-0.15, -0.3]",,,,,0,2,2,45,,,,,loption,0.7678680349999922,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[0.15, -0.3]",,,,,0,3,3,41,,,,,roption,1.318471488000796,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
13,"[-0.15, 0.3]",,,,,0,4,4,2,,,,,loption,0.8339036580000538,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
23,"[-0.15, -0.3]",,,,,0,5,5,15,,,,,loption,1.0023367370013148,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
13,"[0.15, -0.3]",,,,,0,6,6,5,,,,,roption,1.0347760029981146,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[0.15, -0.3]",,,,,0,7,7,35,,,,,loption,0.9851568599988241,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[-0.15, 0.3]",,,,,0,8,8,26,,,,,roption,1.052341141999932,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
13,"[-0.3, 0]",,,,,0,9,9,0,,,,,loption,0.6514956889986934,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
24,"[-0.15, -0.3]",,,,,0,10,10,21,,,,,loption,1.1346947069978341,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
14,"[-0.15, -0.3]",,,,,0,11,11,9,,,,,loption,1.1685246109991567,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
13,"[-0.15, -0.3]",,,,,0,12,12,3,,,,,loption,0.9857725790025142,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
24,"[-0.15, 0.3]",,,,,0,13,13,20,,,,,roption,0.9691123820011853,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
24,"[0.3, 0]",,,,,0,14,14,19,,,,,roption,0.9846677280002041,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
14,"[0.15, 0.3]",,,,,0,15,15,10,,,,,loption,0.9512473280010454,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
14,"[-0.3, 0]",,,,,0,16,16,6,,,,,loption,1.1518084199997247,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[0.3, 0]",,,,,0,17,17,43,,,,,roption,1.2187810750001518,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[-0.15, -0.3]",,,,,0,18,18,33,,,,,roption,0.8687873119997676,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[-0.3, 0]",,,,,0,19,19,30,,,,,roption,0.7007170030010457,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[0.3, 0]",,,,,0,20,20,37,,,,,roption,0.8852978059985617,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
24,"[0.15, 0.3]",,,,,0,21,21,22,,,,,roption,1.015829580999707,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[-0.15, -0.3]",,,,,0,22,22,27,,,,,roption,1.0354422659984266,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
23,"[0.15, -0.3]",,,,,0,23,23,17,,,,,loption,0.9008778739989793,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[-0.3, 0]",,,,,0,24,24,42,,,,,roption,1.7008171339984983,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[-0.15, 0.3]",,,,,0,25,25,32,,,,,roption,0.8841896439989796,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
23,"[-0.15, 0.3]",,,,,0,26,26,14,,,,,loption,0.783791421999922,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
24,"[-0.3, 0]",,,,,0,27,27,18,,,,,loption,1.5182652500006952,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[-0.3, 0]",,,,,0,28,28,36,,,,,roption,0.7514306119992398,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
23,"[-0.3, 0]",,,,,0,29,29,12,,,,,loption,0.9011338099990098,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
34,"[0.15, 0.3]",,,,,0,30,30,46,,,,,roption,0.7338811769986933,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
33,"[-0.3, 0]",,,,,0,31,31,24,,,,,roption,1.1685721740032022,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
14,"[-0.15, 0.3]",,,,,0,32,32,8,,,,,loption,1.7181272080015333,,,I_V_Marta,001,2019_May_22_1115,with_training,3.0.7,59.98220208155447,
