img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_2.keys,key_resp_2.rt,key_resp_6_2.keys,key_resp_6_2.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
34,"[0.15, 0.3]",,,,,0,35,35,34,,,,,,,ralt,1.5287095000967383,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.15, 0.3]",,,,,0,36,36,38,,,,,,,ralt,0.9647545996122062,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.15, -0.3]",,,,,0,37,37,33,,,,,,,ralt,1.0733214998617768,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[-0.15, -0.3]",,,,,0,38,38,9,,,,,,,lalt,0.8108323002234101,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[-0.15, 0.3]",,,,,0,39,39,20,,,,,,,lalt,0.8359382003545761,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.15, 0.3]",,,,,0,40,40,26,,,,,,,None,,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[0.3, 0]",,,,,0,41,41,19,,,,,,,lalt,1.0459710997529328,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.15, -0.3]",,,,,0,42,42,45,,,,,,,ralt,1.2466005999594927,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[0.3, 0]",,,,,0,43,43,1,,,,,,,lalt,0.9985617999918759,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[-0.3, 0]",,,,,0,44,44,0,,,,,,,lalt,1.110648900270462,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[0.15, 0.3]",,,,,0,45,45,4,,,,,,,lalt,0.7455274001695216,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[0.15, 0.3]",,,,,0,46,46,10,,,,,,,lalt,0.7962253000587225,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[0.15, -0.3]",,,,,0,47,47,5,,,,,,,lalt,1.435728299897164,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.3, 0]",,,,,1,0,48,42,,,,,,,ralt,1.3243157002143562,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[0.15, 0.3]",,,,,1,1,49,10,,,,,,,lalt,0.7529545002616942,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.15, -0.3]",,,,,1,2,50,39,,,,,,,ralt,1.143780400045216,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[0.15, 0.3]",,,,,1,3,51,4,,,,,,,lalt,0.6815206999890506,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[0.3, 0]",,,,,1,4,52,1,,,,,,,lalt,0.8907957999035716,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.3, 0]",,,,,1,5,53,24,,,,,,,ralt,1.0432957001030445,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[0.3, 0]",,,,,1,6,54,43,,,,,,,ralt,1.124407300259918,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[-0.15, 0.3]",,,,,1,7,55,20,,,,,,,lalt,0.8373795999214053,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
23,"[-0.3, 0]",,,,,1,8,56,12,,,,,,,lalt,0.8586226999759674,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.15, 0.3]",,,,,1,9,57,44,,,,,,,ralt,1.0905538001097739,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.3, 0]",,,,,1,10,58,36,,,,,,,ralt,0.9462446002289653,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[0.3, 0]",,,,,1,11,59,19,,,,,,,lalt,0.669955300167203,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[0.15, 0.3]",,,,,1,12,60,40,,,,,,,ralt,0.9645985001698136,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[0.15, -0.3]",,,,,1,13,61,23,,,,,,,lalt,0.8359864000231028,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[-0.15, -0.3]",,,,,1,14,62,9,,,,,,,lalt,1.2642350001260638,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[0.15, -0.3]",,,,,1,15,63,5,,,,,,,lalt,0.9480530000291765,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[-0.3, 0]",,,,,1,16,64,0,,,,,,,lalt,0.7725299000740051,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[0.15, 0.3]",,,,,1,17,65,34,,,,,,,ralt,1.1872000000439584,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[-0.15, 0.3]",,,,,1,18,66,8,,,,,,,lalt,0.9016849999316037,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[0.3, 0]",,,,,1,19,67,37,,,,,,,ralt,1.0579121997579932,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[-0.3, 0]",,,,,1,20,68,6,,,,,,,lalt,0.724203699734062,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[0.3, 0]",,,,,1,21,69,7,,,,,,,lalt,0.8316502002999187,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[-0.15, 0.3]",,,,,1,22,70,2,,,,,,,lalt,1.010898900218308,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[0.15, 0.3]",,,,,1,23,71,46,,,,,,,ralt,1.0589730003848672,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[0.15, -0.3]",,,,,1,24,72,41,,,,,,,ralt,0.8123538000509143,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[0.15, 0.3]",,,,,1,25,73,28,,,,,,,ralt,0.9128777999430895,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.15, -0.3]",,,,,1,26,74,33,,,,,,,ralt,1.0250960001721978,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.15, 0.3]",,,,,1,27,75,26,,,,,,,ralt,0.9562646001577377,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[-0.15, -0.3]",,,,,1,28,76,21,,,,,,,lalt,0.6474437001161277,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[-0.3, 0]",,,,,1,29,77,18,,,,,,,lalt,0.8850272996351123,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.15, -0.3]",,,,,1,30,78,27,,,,,,,ralt,0.9308016002178192,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
14,"[0.15, -0.3]",,,,,1,31,79,11,,,,,,,lalt,0.7469983003102243,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
23,"[0.15, 0.3]",,,,,1,32,80,16,,,,,,,lalt,0.6886220001615584,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[0.15, -0.3]",,,,,1,33,81,47,,,,,,,ralt,1.0307624000124633,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.15, 0.3]",,,,,1,34,82,32,,,,,,,ralt,1.0452359998598695,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
23,"[-0.15, 0.3]",,,,,1,35,83,14,,,,,,,lalt,0.7656867001205683,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
24,"[0.15, 0.3]",,,,,1,36,84,22,,,,,,,lalt,0.8496252000331879,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[0.15, -0.3]",,,,,1,37,85,29,,,,,,,ralt,0.9858718998730183,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[0.3, 0]",,,,,1,38,86,31,,,,,,,ralt,0.9307904001325369,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[-0.15, 0.3]",,,,,1,39,87,38,,,,,,,ralt,0.7580230003222823,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
13,"[-0.15, -0.3]",,,,,1,40,88,3,,,,,,,lalt,0.9107345002703369,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[0.15, -0.3]",,,,,1,41,89,35,,,,,,,ralt,0.7403275999240577,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
23,"[0.3, 0]",,,,,1,42,90,13,,,,,,,lalt,0.6918045999482274,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.3, 0]",,,,,1,43,91,30,,,,,,,ralt,1.2677716999314725,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
23,"[-0.15, -0.3]",,,,,1,44,92,15,,,,,,,lalt,0.6468613999895751,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
23,"[0.15, -0.3]",,,,,1,45,93,17,,,,,,,lalt,0.8358835997059941,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
33,"[0.3, 0]",,,,,1,46,94,25,,,,,,,ralt,0.7088083000853658,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
34,"[-0.15, -0.3]",,,,,1,47,95,45,,,,,,,ralt,0.8101829001680017,,,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.15, -0.3]",,,,,,,,,0,0,0,27,,,,,ralt,1.3680650000460446,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.3, 0]",,,,,,,,,0,1,1,24,,,,,ralt,0.8161249998956919,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.15, -0.3]",,,,,,,,,0,2,2,17,,,,,ralt,1.1037368001416326,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[0.15, -0.3]",,,,,,,,,0,3,3,47,,,,,ralt,1.009840799961239,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[-0.3, 0]",,,,,,,,,0,4,4,6,,,,,ralt,1.1196909002028406,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.15, 0.3]",,,,,,,,,0,5,5,40,,,,,ralt,1.1012870999984443,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.15, -0.3]",,,,,,,,,0,6,6,45,,,,,ralt,0.8459870000369847,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[0.15, 0.3]",,,,,,,,,0,7,7,4,,,,,lalt,0.70048200013116,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[0.15, 0.3]",,,,,,,,,0,8,8,10,,,,,lalt,1.0169127997942269,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[0.15, 0.3]",,,,,,,,,0,9,9,28,,,,,ralt,0.8087146999314427,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[0.15, 0.3]",,,,,,,,,0,10,10,46,,,,,ralt,0.8158069998025894,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[-0.15, -0.3]",,,,,,,,,0,11,11,3,,,,,lalt,0.8178599001839757,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.15, -0.3]",,,,,,,,,0,12,12,15,,,,,ralt,1.073719599749893,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[0.3, 0]",,,,,,,,,0,13,13,43,,,,,ralt,1.2300239000469446,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[-0.15, -0.3]",,,,,,,,,0,14,14,9,,,,,lalt,1.05653279973194,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.3, 0]",,,,,,,,,0,15,15,37,,,,,ralt,0.7755664000287652,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[-0.15, 0.3]",,,,,,,,,0,16,16,20,,,,,lalt,1.0487087001092732,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[0.15, -0.3]",,,,,,,,,0,17,17,29,,,,,ralt,1.268960400018841,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.15, -0.3]",,,,,,,,,0,18,18,39,,,,,ralt,1.6039001997560263,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[0.3, 0]",,,,,,,,,0,19,19,7,,,,,lalt,0.8596077002584934,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[0.15, 0.3]",,,,,,,,,0,20,20,34,,,,,lalt,0.8266632999293506,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.15, 0.3]",,,,,,,,,0,21,21,38,,,,,ralt,1.1134418998844922,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[0.15, 0.3]",,,,,,,,,0,22,22,22,,,,,lalt,1.0178956999443471,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.3, 0]",,,,,,,,,0,23,23,13,,,,,ralt,1.1972823003306985,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[-0.3, 0]",,,,,,,,,0,24,24,0,,,,,lalt,1.0710455998778343,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[-0.3, 0]",,,,,,,,,0,25,25,30,,,,,lalt,0.9415301997214556,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[-0.15, 0.3]",,,,,,,,,0,26,26,8,,,,,lalt,0.7846578997559845,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.3, 0]",,,,,,,,,0,27,27,36,,,,,ralt,1.2102151000872254,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[-0.15, -0.3]",,,,,,,,,0,28,28,21,,,,,lalt,0.8731566001661122,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[-0.3, 0]",,,,,,,,,0,29,29,18,,,,,lalt,1.3577421000227332,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[0.15, -0.3]",,,,,,,,,0,30,30,35,,,,,lalt,0.8220838997513056,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.15, -0.3]",,,,,,,,,0,31,31,41,,,,,ralt,1.1063902000896633,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.15, 0.3]",,,,,,,,,0,32,32,26,,,,,ralt,1.3351544998586178,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[0.3, 0]",,,,,,,,,0,33,33,1,,,,,lalt,1.0754145998507738,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[0.15, -0.3]",,,,,,,,,0,34,34,11,,,,,lalt,1.0206410000100732,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[0.15, -0.3]",,,,,,,,,0,35,35,5,,,,,lalt,0.7525746999308467,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[-0.15, -0.3]",,,,,,,,,0,36,36,33,,,,,lalt,0.9263748000375926,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[0.15, -0.3]",,,,,,,,,0,37,37,23,,,,,lalt,0.9501501000486314,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.15, 0.3]",,,,,,,,,0,38,38,44,,,,,ralt,1.4192643002606928,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[0.3, 0]",,,,,,,,,0,39,39,31,,,,,lalt,0.8158658999018371,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.3, 0]",,,,,,,,,0,40,40,12,,,,,ralt,1.5730456002056599,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[-0.15, 0.3]",,,,,,,,,0,41,41,32,,,,,lalt,0.6953743998892605,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[0.3, 0]",,,,,,,,,0,42,42,19,,,,,lalt,0.7172718998044729,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.3, 0]",,,,,,,,,0,43,43,42,,,,,ralt,0.7288027000613511,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.15, 0.3]",,,,,,,,,0,44,44,16,,,,,ralt,0.6978821000084281,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[0.3, 0]",,,,,,,,,0,45,45,25,,,,,ralt,0.6055811997503042,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[-0.15, 0.3]",,,,,,,,,0,46,46,2,,,,,lalt,0.6543935998342931,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.15, 0.3]",,,,,,,,,0,47,47,14,,,,,ralt,1.068609000183642,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[-0.15, -0.3]",,,,,,,,,1,0,48,21,,,,,lalt,0.9121078997850418,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
21,"[0.15, -0.3]",,,,,,,,,1,1,49,11,,,,,lalt,0.8356734002009034,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.3, 0]",,,,,,,,,1,2,50,24,,,,,ralt,0.9093736996874213,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.15, -0.3]",,,,,,,,,1,3,51,17,,,,,ralt,0.8777800002135336,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.15, 0.3]",,,,,,,,,1,4,52,40,,,,,ralt,1.1202358002774417,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[0.15, 0.3]",,,,,,,,,1,5,53,4,,,,,lalt,0.6999530997127295,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[-0.15, 0.3]",,,,,,,,,1,6,54,14,,,,,ralt,1.0785909001715481,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
31,"[0.3, 0]",,,,,,,,,1,7,55,37,,,,,ralt,0.6719676000066102,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
32,"[-0.15, 0.3]",,,,,,,,,1,8,56,44,,,,,ralt,0.934243000112474,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
22,"[-0.15, -0.3]",,,,,,,,,1,9,57,33,,,,,ralt,1.0937426001764834,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
11,"[-0.3, 0]",,,,,,,,,1,10,58,0,,,,,lalt,0.7142031001858413,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
12,"[-0.15, 0.3]",,,,,,,,,1,11,59,20,,,,,lalt,0.634786400012672,magda,002,2019_May_19_1739,with_training,3.0.7,51.618897606217956,
