img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,key_resp_6_2.keys,key_resp_6_2.rt,key_resp_6.keys,key_resp_6.rt,participant,session,date,expName,psychopyVersion,frameRate,
31,"[-0.3, 0]",0,0,0,6,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
13,"[-0.15, -0.3]",0,1,1,3,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
32,"[0.3, 0]",0,2,2,7,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
12,"[-0.15, 0.3]",0,3,3,2,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
33,"[-0.15, 0.3]",0,4,4,8,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
14,"[0.15, -0.3]",0,5,5,5,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
11,"[-0.3, 0]",0,6,6,0,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
12,"[0.3, 0]",0,7,7,1,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
13,"[0.15, 0.3]",0,8,8,4,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
34,"[-0.15, -0.3]",0,9,9,9,,,,,,,,,,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
13,"[0.3, 0]",,,,,0,0,0,1,,,,,None,,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
33,"[-0.15, 0.3]",,,,,0,1,1,26,,,,,ralt,0.7292145745886955,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
33,"[-0.15, -0.3]",,,,,0,2,2,27,,,,,ralt,0.6062410460435785,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
23,"[0.3, 0]",,,,,0,3,3,13,,,,,lalt,0.8784971404529642,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
14,"[0.15, -0.3]",,,,,0,4,4,11,,,,,lalt,0.978374041384086,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
33,"[0.3, 0]",,,,,0,5,5,25,,,,,ralt,0.7262122605461627,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
33,"[-0.15, -0.3]",,,,,0,6,6,39,,,,,ralt,0.6738513718592003,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
23,"[-0.15, -0.3]",,,,,0,7,7,15,,,,,lalt,0.8090194996329956,,,I_V_Ania,001,2019_May_20_0934,with_training,3.0.7,60.016051240457024,
