img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6_2.keys,key_resp_6_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
13,"[-0.15, -0.3]",0,0,0,3,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
12,"[-0.15, 0.3]",0,1,1,2,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
31,"[-0.3, 0]",0,2,2,6,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
33,"[-0.15, 0.3]",0,3,3,8,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[0.3, 0]",0,4,4,7,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
14,"[0.15, -0.3]",0,5,5,5,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
12,"[0.3, 0]",0,6,6,1,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
13,"[0.15, 0.3]",0,7,7,4,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
34,"[-0.15, -0.3]",0,8,8,9,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
11,"[-0.3, 0]",0,9,9,0,,,,,,,,,,,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
21,"[-0.3, 0]",,,,,0,0,0,6,,,,,lalt,1.4403761000139639,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
31,"[0.3, 0]",,,,,0,1,1,37,,,,,ralt,1.0996132000000216,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
22,"[0.15, 0.3]",,,,,0,2,2,34,,,,,lalt,1.0593589000054635,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
21,"[0.15, 0.3]",,,,,0,3,3,10,,,,,lalt,1.3745940999942832,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
12,"[0.3, 0]",,,,,0,4,4,19,,,,,lalt,1.1010120999999344,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[0.15, 0.3]",,,,,0,5,5,46,,,,,ralt,1.1038666000240482,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
31,"[-0.3, 0]",,,,,0,6,6,12,,,,,ralt,1.2740301999729127,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[0.3, 0]",,,,,0,7,7,25,,,,,ralt,1.2284583000000566,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
31,"[-0.15, -0.3]",,,,,0,8,8,15,,,,,ralt,1.2727213999605738,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
11,"[0.15, 0.3]",,,,,0,9,9,4,,,,,lalt,0.6292811000021175,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
12,"[-0.15, -0.3]",,,,,0,10,10,21,,,,,lalt,1.0551510999794118,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
21,"[0.15, -0.3]",,,,,0,11,11,11,,,,,lalt,0.8226954999845475,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
31,"[0.15, 0.3]",,,,,0,12,12,16,,,,,ralt,1.2062470000237226,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
21,"[-0.15, -0.3]",,,,,0,13,13,9,,,,,lalt,0.9729020000086166,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
21,"[-0.15, 0.3]",,,,,0,14,14,8,,,,,lalt,0.75006150000263,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
11,"[-0.15, 0.3]",,,,,0,15,15,2,,,,,lalt,1.0333461000118405,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[0.3, 0]",,,,,0,16,16,43,,,,,ralt,1.4238869000109844,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[-0.15, -0.3]",,,,,0,17,17,45,,,,,ralt,0.9045841000042856,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[-0.3, 0]",,,,,0,18,18,42,,,,,ralt,1.2811668000067584,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
12,"[0.15, 0.3]",,,,,0,19,19,22,,,,,lalt,0.9641528999782167,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
32,"[0.15, 0.3]",,,,,0,20,20,28,,,,,ralt,1.164564100035932,,,V_I_IdaO,001,2019_May_22_1500,with_training,3.0.7,59.82560836787476,
