img,pos,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials_3.thisRepN,trials_3.thisTrialN,trials_3.thisN,trials_3.thisIndex,key_resp_6.keys,key_resp_6.rt,key_resp_6_2.keys,key_resp_6_2.rt,participant,session,date,expName,psychopyVersion,frameRate,
11,"[-0.3, 0]",0,0,0,0,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
13,"[-0.15, -0.3]",0,1,1,3,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
13,"[0.15, 0.3]",0,2,2,4,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
32,"[0.3, 0]",0,3,3,7,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
12,"[-0.15, 0.3]",0,4,4,2,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
31,"[-0.3, 0]",0,5,5,6,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
33,"[-0.15, 0.3]",0,6,6,8,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
12,"[0.3, 0]",0,7,7,1,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
34,"[-0.15, -0.3]",0,8,8,9,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
14,"[0.15, -0.3]",0,9,9,5,,,,,,,,,,,,,V-I-ggi,001,2019_May_22_1227,with_training,3.0.7,31.928439427289167,
